client_id,day1_v_avg,day1_i_std,day1_t_max,day1_r_int,day2_v_avg,day2_i_std,day2_t_max,day2_r_int,day3_v_avg,day3_i_std,day3_t_max,day3_r_int,day4_v_avg,day4_i_std,day4_t_max,day4_r_int,day5_v_avg,day5_i_std,day5_t_max,day5_r_int,day6_v_avg,day6_i_std,day6_t_max,day6_r_int,day7_v_avg,day7_i_std,day7_t_max,day7_r_int,soh
8408,12.61,0.32,28.46,0.013,12.7,0.82,27.33,0.0157,12.65,0.37,40.29,0.013,12.6,0.53,34.11,0.0186,12.55,0.42,31.21,0.013,12.6,0.36,32.29,0.0207,12.66,0.52,34.46,0.0144,91.5
8409,12.67,0.41,33.98,0.0135,12.67,0.56,34.56,0.0141,12.66,0.38,38.6,0.0232,12.7,0.63,33.45,0.0136,12.6,0.39,34.64,0.0204,12.61,0.52,27.54,0.013,12.63,0.72,34.95,0.013,91.5
8410,12.7,0.7,28.99,0.013,12.65,0.62,33.93,0.0161,12.63,0.48,38.31,0.0175,12.62,0.3,33.55,0.0146,12.59,0.66,34.52,0.013,12.53,0.52,33.24,0.0137,12.61,0.32,28.14,0.013,91.5
8411,12.69,0.38,28.83,0.0239,12.68,0.52,30.98,0.0186,12.66,0.75,38.67,0.025,12.68,0.3,32.79,0.0184,12.6,0.64,31.51,0.013,12.7,0.5,33.05,0.0135,12.63,0.86,34.24,0.013,91.5
8412,12.7,0.57,34.23,0.0133,12.6,0.7,34.06,0.013,12.7,0.76,40.26,0.0206,12.62,0.54,33.96,0.0155,12.7,0.3,27.5,0.0226,12.64,0.36,29.25,0.013,12.61,0.5,27.13,0.013,91.5
8413,12.65,0.85,28.46,0.0171,12.64,0.85,30.51,0.0159,12.67,0.32,41.31,0.0173,12.69,0.7,32.27,0.013,12.53,0.69,29.16,0.0192,12.64,0.74,32.8,0.0141,12.55,0.35,28.25,0.0198,91.5
8414,12.7,0.73,34.08,0.0163,12.64,0.56,30.62,0.013,12.66,0.59,40.27,0.013,12.54,0.9,28.25,0.013,12.67,0.46,33.58,0.013,12.63,0.63,33.38,0.013,12.66,0.39,34.35,0.0187,91.5
8415,12.67,0.54,33.46,0.013,12.7,0.37,32.39,0.0154,12.66,0.45,38.9,0.0224,12.68,0.63,27.75,0.0141,12.67,0.47,28.42,0.013,12.7,0.64,31.84,0.013,12.62,0.47,30.32,0.013,91.5
8416,12.7,0.9,29.48,0.018,12.7,0.75,29.58,0.013,12.7,0.9,40.52,0.013,12.64,0.3,34.26,0.019,12.7,0.66,27.18,0.013,12.63,0.9,28.51,0.013,12.61,0.69,29.4,0.02,91.5
8417,12.7,0.48,27.27,0.0132,12.63,0.63,34.03,0.0133,12.7,0.34,38.92,0.013,12.7,0.55,33.48,0.014,12.7,0.74,30.43,0.0208,12.61,0.72,33.9,0.0234,12.62,0.73,28.28,0.0196,91.5
8418,12.7,0.34,27.6,0.0154,12.62,0.61,28.79,0.0138,12.7,0.54,41.03,0.025,12.65,0.36,32.65,0.0173,12.62,0.84,31.46,0.013,12.7,0.9,33.3,0.013,12.62,0.88,33.46,0.025,91.5
8419,12.67,0.9,27.84,0.0248,12.61,0.55,34.81,0.013,12.7,0.39,38.88,0.013,12.69,0.7,33.82,0.013,12.64,0.44,27.98,0.0215,12.55,0.31,30.28,0.0147,12.62,0.52,32.09,0.0173,91.5
8420,12.67,0.77,34.08,0.014,12.7,0.82,34.37,0.0165,12.7,0.57,39.06,0.013,12.6,0.35,27.34,0.0156,12.69,0.8,30.68,0.013,12.65,0.49,28.05,0.0189,12.56,0.6,32.61,0.0233,91.5
8421,12.7,0.61,30.21,0.013,12.7,0.61,29.77,0.013,12.7,0.34,41.66,0.013,12.58,0.62,32.78,0.0157,12.64,0.73,31.7,0.017,12.64,0.35,28.71,0.013,12.66,0.72,30.18,0.0131,91.5
8422,12.7,0.67,27.27,0.013,12.7,0.84,32.33,0.013,12.7,0.49,38.08,0.013,12.65,0.72,27.7,0.015,12.59,0.61,31.61,0.0175,12.58,0.37,29.24,0.013,12.58,0.69,31.32,0.0151,91.5
8423,12.67,0.79,31.45,0.013,12.7,0.72,31.0,0.013,12.68,0.85,41.77,0.0177,12.7,0.84,34.77,0.013,12.7,0.67,28.68,0.013,12.61,0.55,32.92,0.013,12.57,0.78,34.1,0.013,91.5
8424,12.66,0.42,28.67,0.0136,12.7,0.78,31.7,0.013,12.68,0.43,41.37,0.014,12.63,0.47,29.32,0.017,12.61,0.68,31.36,0.015,12.6,0.9,30.38,0.013,12.64,0.34,31.69,0.013,91.5
8425,12.7,0.48,28.91,0.0133,12.64,0.68,28.45,0.013,12.7,0.53,41.71,0.0139,12.65,0.47,34.11,0.0141,12.63,0.3,32.23,0.013,12.66,0.37,34.81,0.0173,12.6,0.4,33.94,0.0217,91.5
8426,12.7,0.54,28.27,0.013,12.67,0.37,33.06,0.0168,12.68,0.49,38.62,0.013,12.54,0.9,29.96,0.0207,12.7,0.56,29.21,0.0242,12.61,0.72,31.35,0.0144,12.61,0.63,28.96,0.0146,91.5
8427,12.7,0.78,33.13,0.013,12.7,0.89,31.1,0.017,12.7,0.44,38.79,0.0178,12.69,0.57,30.12,0.0177,12.6,0.47,30.07,0.013,12.6,0.61,31.13,0.0148,12.55,0.3,31.93,0.013,91.5
8428,12.65,0.3,27.06,0.013,12.55,0.68,27.95,0.013,12.65,0.67,38.62,0.013,12.68,0.4,27.95,0.0157,12.65,0.5,33.64,0.016,12.46,0.3,32.42,0.0183,12.65,0.43,30.99,0.013,91.5
8429,12.61,0.78,30.53,0.0133,12.67,0.7,33.44,0.0165,12.6,0.9,39.04,0.0239,12.7,0.68,34.16,0.0165,12.67,0.34,27.98,0.0142,12.64,0.47,31.46,0.0166,12.7,0.77,31.47,0.014,91.5
8430,12.67,0.31,27.67,0.0133,12.7,0.57,34.18,0.013,12.61,0.72,38.61,0.013,12.61,0.7,31.71,0.0171,12.7,0.68,27.67,0.013,12.59,0.41,33.82,0.013,12.62,0.82,28.35,0.013,91.5
8431,12.66,0.62,31.47,0.0153,12.67,0.44,27.1,0.013,12.7,0.79,40.84,0.0241,12.62,0.88,31.24,0.0206,12.66,0.7,32.07,0.0174,12.7,0.3,34.21,0.0158,12.62,0.9,27.17,0.013,91.5
8432,12.7,0.67,29.79,0.0148,12.7,0.66,33.42,0.013,12.7,0.41,42.05,0.0151,12.7,0.9,31.57,0.0195,12.56,0.57,32.87,0.0174,12.68,0.78,33.82,0.013,12.61,0.41,33.17,0.013,91.5
8433,12.67,0.61,27.26,0.013,12.59,0.61,31.55,0.0135,12.67,0.57,40.78,0.0229,12.66,0.44,30.67,0.025,12.66,0.76,31.67,0.0146,12.68,0.65,28.99,0.013,12.64,0.73,27.17,0.013,91.5
8434,12.7,0.36,30.76,0.013,12.7,0.87,27.44,0.0132,12.64,0.41,41.86,0.0216,12.7,0.56,27.72,0.013,12.58,0.52,32.54,0.013,12.45,0.68,31.93,0.0144,12.7,0.39,34.38,0.013,91.5
8435,12.69,0.51,31.6,0.0156,12.66,0.67,30.53,0.0201,12.69,0.5,39.89,0.013,12.59,0.43,31.3,0.013,12.64,0.35,30.77,0.0154,12.66,0.41,31.09,0.0134,12.54,0.41,30.11,0.0137,91.5
8436,12.7,0.63,29.06,0.0141,12.67,0.41,30.37,0.0197,12.64,0.84,37.99,0.014,12.57,0.54,34.58,0.0206,12.6,0.41,27.46,0.013,12.61,0.41,31.9,0.0205,12.63,0.6,33.37,0.019,91.5
8437,12.7,0.42,33.12,0.013,12.64,0.3,28.55,0.013,12.7,0.6,39.87,0.013,12.57,0.39,31.15,0.0174,12.62,0.55,29.88,0.013,12.65,0.82,34.51,0.013,12.65,0.77,33.32,0.013,91.5
8438,12.7,0.47,29.95,0.0161,12.7,0.69,29.82,0.0134,12.63,0.58,40.71,0.013,12.62,0.73,34.26,0.013,12.69,0.72,34.47,0.013,12.66,0.83,28.37,0.013,12.62,0.65,33.61,0.013,91.5
8439,12.7,0.67,33.05,0.0178,12.69,0.71,30.93,0.013,12.61,0.51,38.26,0.0198,12.69,0.74,33.12,0.0165,12.58,0.78,27.42,0.025,12.59,0.68,30.41,0.0148,12.64,0.74,27.74,0.013,91.5
8440,12.7,0.64,31.58,0.0169,12.69,0.51,31.31,0.013,12.68,0.3,41.79,0.013,12.67,0.89,31.79,0.016,12.7,0.59,33.09,0.0196,12.66,0.33,34.17,0.0147,12.56,0.63,32.72,0.0241,91.5
8441,12.66,0.37,34.05,0.0178,12.7,0.51,28.15,0.013,12.7,0.82,38.18,0.0139,12.7,0.67,32.07,0.013,12.67,0.45,28.66,0.013,12.63,0.63,30.32,0.013,12.55,0.9,30.66,0.013,91.5
8442,12.7,0.61,31.44,0.013,12.64,0.65,31.66,0.016,12.67,0.51,40.89,0.013,12.62,0.74,33.56,0.0164,12.68,0.67,34.85,0.013,12.7,0.48,32.58,0.0153,12.69,0.61,28.82,0.013,91.5
8443,12.69,0.82,28.49,0.0173,12.69,0.45,29.14,0.013,12.7,0.74,38.89,0.0147,12.7,0.5,28.25,0.013,12.59,0.75,30.81,0.0157,12.63,0.6,33.15,0.019,12.62,0.36,30.44,0.0168,91.5
8444,12.63,0.3,33.64,0.013,12.65,0.9,28.3,0.013,12.68,0.64,39.66,0.014,12.66,0.77,30.23,0.0133,12.59,0.65,27.16,0.013,12.67,0.4,32.2,0.013,12.59,0.86,28.68,0.013,91.5
8445,12.7,0.69,33.3,0.0232,12.65,0.77,29.61,0.013,12.65,0.68,38.82,0.0142,12.65,0.47,33.51,0.015,12.63,0.66,31.19,0.016,12.62,0.61,33.85,0.013,12.59,0.83,32.68,0.013,91.5
8446,12.66,0.36,34.71,0.0175,12.7,0.78,32.1,0.013,12.7,0.89,38.18,0.013,12.58,0.4,33.17,0.0172,12.67,0.35,28.48,0.0153,12.68,0.3,34.55,0.0232,12.64,0.42,30.34,0.013,91.5
8447,12.7,0.3,27.71,0.0151,12.67,0.78,34.68,0.013,12.69,0.51,40.67,0.0169,12.7,0.43,34.15,0.0166,12.57,0.8,26.98,0.013,12.55,0.67,34.93,0.013,12.6,0.84,32.67,0.013,91.5
8448,12.7,0.44,31.74,0.0216,12.7,0.48,33.57,0.0171,12.64,0.7,38.22,0.0169,12.7,0.34,29.6,0.0151,12.59,0.71,30.69,0.0184,12.58,0.47,29.69,0.0152,12.66,0.75,30.18,0.013,91.5
8449,12.66,0.53,30.94,0.013,12.7,0.55,33.92,0.0134,12.62,0.43,39.33,0.019,12.7,0.56,29.78,0.013,12.7,0.61,29.32,0.0136,12.58,0.36,33.55,0.0218,12.57,0.34,27.15,0.013,91.5
8450,12.7,0.75,32.43,0.0158,12.68,0.52,28.72,0.013,12.61,0.81,39.72,0.013,12.69,0.55,32.4,0.013,12.7,0.43,34.48,0.0161,12.57,0.83,27.66,0.013,12.63,0.73,27.36,0.014,91.5
8451,12.61,0.5,34.86,0.0242,12.61,0.46,30.67,0.013,12.52,0.61,38.94,0.0196,12.55,0.81,29.61,0.013,12.62,0.44,29.39,0.0177,12.64,0.3,29.96,0.0166,12.6,0.67,31.01,0.0136,91.5
8452,12.7,0.6,31.19,0.0171,12.67,0.49,30.55,0.013,12.7,0.55,40.77,0.013,12.7,0.51,30.12,0.0157,12.65,0.34,31.38,0.0234,12.67,0.46,34.3,0.016,12.55,0.48,33.84,0.0176,91.5
8453,12.66,0.59,32.46,0.0138,12.7,0.53,30.71,0.013,12.66,0.3,40.46,0.013,12.66,0.57,28.97,0.0179,12.56,0.59,28.46,0.013,12.57,0.43,28.35,0.013,12.65,0.65,27.73,0.0169,91.5
8454,12.67,0.42,29.81,0.013,12.64,0.45,28.57,0.0161,12.7,0.75,40.57,0.0152,12.69,0.4,32.95,0.013,12.62,0.78,28.83,0.021,12.59,0.57,28.58,0.0147,12.59,0.66,29.37,0.0141,91.5
8455,12.64,0.66,29.3,0.013,12.7,0.84,33.67,0.015,12.68,0.76,40.33,0.0135,12.7,0.73,30.06,0.0173,12.55,0.6,31.31,0.0141,12.68,0.5,30.63,0.013,12.62,0.84,27.59,0.013,91.5
8456,12.7,0.84,29.61,0.013,12.7,0.55,29.65,0.0227,12.55,0.64,41.84,0.013,12.7,0.44,27.77,0.0133,12.62,0.85,31.83,0.013,12.58,0.33,31.86,0.018,12.63,0.51,34.34,0.013,91.5
8457,12.7,0.83,27.29,0.013,12.63,0.8,30.79,0.013,12.66,0.86,41.65,0.0144,12.68,0.67,29.61,0.0145,12.7,0.37,34.62,0.013,12.65,0.78,32.91,0.0156,12.54,0.55,30.69,0.0161,91.5
8458,12.7,0.77,29.32,0.013,12.65,0.31,29.87,0.0216,12.66,0.47,39.7,0.013,12.68,0.44,32.04,0.013,12.69,0.37,27.14,0.013,12.67,0.3,34.18,0.0159,12.54,0.48,31.34,0.013,91.5
8459,12.66,0.44,28.37,0.013,12.66,0.34,29.9,0.0149,12.7,0.42,39.39,0.0141,12.65,0.68,27.5,0.0159,12.6,0.87,29.46,0.025,12.62,0.5,30.64,0.013,12.59,0.7,32.81,0.0154,91.5
8460,12.7,0.7,30.68,0.0179,12.65,0.9,31.95,0.013,12.7,0.49,41.83,0.0171,12.61,0.81,30.68,0.013,12.61,0.67,28.74,0.013,12.68,0.74,30.56,0.013,12.63,0.74,28.35,0.0143,91.5
8461,12.66,0.48,30.69,0.013,12.63,0.3,34.93,0.013,12.66,0.52,39.71,0.013,12.65,0.88,29.94,0.0227,12.7,0.37,34.4,0.013,12.69,0.75,28.8,0.013,12.56,0.42,29.59,0.0133,91.5
8462,12.59,0.74,33.11,0.013,12.66,0.87,34.04,0.013,12.67,0.74,39.0,0.013,12.56,0.43,27.84,0.0157,12.59,0.77,33.98,0.0132,12.6,0.69,27.25,0.0154,12.64,0.82,30.16,0.014,91.5
8463,12.7,0.84,30.99,0.0174,12.67,0.61,34.36,0.0138,12.63,0.31,40.41,0.013,12.6,0.84,32.44,0.0176,12.57,0.61,30.41,0.013,12.67,0.42,34.26,0.0148,12.59,0.81,32.12,0.013,91.5
8464,12.64,0.3,30.75,0.0165,12.7,0.57,30.41,0.013,12.63,0.41,40.43,0.0182,12.65,0.9,32.61,0.013,12.59,0.81,32.23,0.013,12.62,0.39,33.07,0.013,12.58,0.45,28.69,0.0136,91.5
8465,12.7,0.62,28.79,0.013,12.7,0.3,28.51,0.013,12.63,0.34,38.2,0.013,12.54,0.42,34.12,0.013,12.7,0.9,34.05,0.0176,12.69,0.5,28.39,0.013,12.67,0.9,29.32,0.0144,91.5
8466,12.68,0.73,33.81,0.016,12.7,0.5,27.15,0.0225,12.66,0.86,40.51,0.0166,12.56,0.39,30.91,0.0161,12.61,0.81,29.76,0.013,12.56,0.32,32.2,0.013,12.66,0.79,28.06,0.013,91.5
8467,12.7,0.74,27.79,0.013,12.7,0.85,27.39,0.0145,12.68,0.85,41.95,0.0174,12.59,0.53,30.85,0.013,12.66,0.36,29.65,0.0174,12.62,0.9,31.39,0.0153,12.68,0.61,33.01,0.013,91.5
8468,12.7,0.44,34.82,0.013,12.65,0.87,32.83,0.0154,12.66,0.53,39.23,0.013,12.65,0.3,34.5,0.0139,12.65,0.77,34.85,0.0192,12.6,0.34,33.85,0.013,12.59,0.3,28.12,0.0177,91.5
8469,12.64,0.89,30.73,0.0208,12.7,0.64,29.94,0.013,12.69,0.56,38.72,0.013,12.69,0.58,34.75,0.013,12.7,0.88,28.81,0.013,12.65,0.5,30.02,0.0147,12.63,0.49,30.61,0.0184,91.5
8470,12.67,0.68,28.38,0.013,12.66,0.7,32.24,0.0156,12.65,0.38,39.63,0.0201,12.65,0.45,29.79,0.013,12.66,0.36,32.65,0.013,12.7,0.76,33.8,0.013,12.61,0.8,31.36,0.0134,91.5
8471,12.7,0.41,29.87,0.013,12.67,0.52,31.45,0.013,12.7,0.55,38.14,0.0169,12.59,0.33,32.49,0.013,12.67,0.7,32.38,0.0175,12.64,0.82,30.64,0.013,12.65,0.84,29.3,0.013,91.5
8472,12.7,0.31,27.16,0.0131,12.7,0.74,34.84,0.013,12.7,0.33,39.07,0.013,12.69,0.43,34.92,0.015,12.64,0.58,34.76,0.0224,12.64,0.86,30.76,0.013,12.62,0.31,28.2,0.013,91.5
8473,12.67,0.81,28.31,0.013,12.7,0.74,32.66,0.0154,12.7,0.34,38.19,0.0177,12.7,0.41,32.09,0.0169,12.58,0.9,29.46,0.013,12.57,0.56,29.47,0.013,12.55,0.87,32.35,0.0139,91.5
8474,12.67,0.37,29.62,0.013,12.66,0.75,34.86,0.0138,12.62,0.53,40.85,0.0204,12.59,0.44,34.2,0.0193,12.61,0.36,30.59,0.0158,12.66,0.3,32.5,0.0211,12.49,0.71,28.57,0.013,91.5
8475,12.7,0.34,31.43,0.0143,12.6,0.69,29.37,0.0201,12.64,0.3,38.91,0.013,12.59,0.61,32.53,0.013,12.58,0.63,34.1,0.0131,12.66,0.32,28.46,0.0159,12.64,0.44,33.93,0.013,91.5
8476,12.67,0.67,28.09,0.0229,12.7,0.67,29.67,0.013,12.7,0.81,40.7,0.013,12.66,0.3,31.06,0.013,12.69,0.72,27.21,0.0185,12.62,0.41,28.88,0.0138,12.61,0.8,34.44,0.0212,91.5
8477,12.7,0.67,32.34,0.0135,12.7,0.52,31.03,0.0172,12.59,0.88,41.42,0.013,12.7,0.65,29.82,0.013,12.64,0.66,32.03,0.013,12.58,0.67,28.98,0.013,12.59,0.34,32.2,0.013,91.5
8478,12.62,0.74,33.81,0.0152,12.66,0.84,30.97,0.013,12.66,0.48,40.45,0.013,12.65,0.8,28.31,0.0204,12.58,0.37,29.2,0.0145,12.57,0.89,30.2,0.0174,12.62,0.9,33.41,0.02,91.5
8479,12.7,0.53,31.49,0.0147,12.66,0.79,31.24,0.0167,12.67,0.69,41.37,0.0195,12.69,0.65,34.92,0.013,12.58,0.38,27.02,0.017,12.6,0.56,32.06,0.0173,12.63,0.66,33.12,0.0175,91.5
8480,12.63,0.8,29.32,0.0243,12.62,0.9,33.92,0.013,12.66,0.9,41.87,0.0201,12.59,0.46,32.73,0.015,12.7,0.34,33.35,0.013,12.61,0.73,31.85,0.013,12.7,0.75,33.86,0.013,91.5
8481,12.68,0.88,27.98,0.018,12.7,0.39,32.76,0.0155,12.66,0.44,38.77,0.0175,12.7,0.79,29.42,0.013,12.68,0.37,32.09,0.0159,12.67,0.82,30.47,0.0132,12.66,0.9,30.79,0.0179,91.5
8482,12.7,0.5,27.17,0.013,12.7,0.64,28.49,0.013,12.69,0.56,38.99,0.021,12.7,0.69,27.53,0.013,12.67,0.75,29.63,0.0137,12.7,0.76,27.22,0.0162,12.68,0.4,31.49,0.013,91.5
8483,12.7,0.7,32.93,0.0191,12.7,0.71,31.65,0.02,12.67,0.69,38.1,0.013,12.62,0.69,27.86,0.0225,12.57,0.86,30.52,0.022,12.65,0.72,27.89,0.0184,12.63,0.54,31.04,0.0159,91.5
8484,12.63,0.84,32.08,0.013,12.7,0.53,28.37,0.013,12.63,0.8,39.38,0.013,12.58,0.52,34.8,0.0157,12.59,0.67,29.64,0.018,12.57,0.4,33.13,0.013,12.6,0.3,27.21,0.017,91.5
8485,12.7,0.74,30.89,0.013,12.66,0.87,30.39,0.013,12.7,0.65,38.08,0.013,12.7,0.54,34.82,0.013,12.67,0.73,27.58,0.0206,12.69,0.73,33.89,0.0141,12.57,0.6,33.36,0.013,91.5
8486,12.7,0.69,27.83,0.013,12.7,0.75,34.38,0.0149,12.67,0.72,39.98,0.0178,12.63,0.37,33.02,0.013,12.65,0.85,34.63,0.0175,12.63,0.56,28.3,0.013,12.7,0.38,32.77,0.0162,91.5
8487,12.7,0.54,28.63,0.0221,12.67,0.66,27.66,0.013,12.69,0.62,41.36,0.013,12.66,0.86,34.66,0.0141,12.7,0.43,31.22,0.0163,12.7,0.9,30.66,0.013,12.53,0.7,32.15,0.0233,91.5
8488,12.65,0.65,33.58,0.0189,12.65,0.3,34.66,0.0168,12.66,0.67,39.65,0.0148,12.65,0.8,27.72,0.013,12.57,0.47,33.15,0.013,12.63,0.42,27.85,0.013,12.67,0.79,28.07,0.0217,91.5
8489,12.7,0.64,30.91,0.0192,12.69,0.89,28.78,0.0189,12.67,0.58,40.91,0.013,12.65,0.3,32.46,0.0132,12.59,0.71,33.75,0.013,12.64,0.71,30.94,0.025,12.64,0.6,33.56,0.0171,91.5
8490,12.66,0.76,34.75,0.0182,12.7,0.79,28.45,0.013,12.63,0.65,39.07,0.0155,12.65,0.3,31.42,0.0144,12.57,0.59,32.89,0.016,12.7,0.7,33.11,0.013,12.64,0.8,31.31,0.0206,91.5
8491,12.7,0.87,35.03,0.0165,12.68,0.81,30.92,0.013,12.61,0.7,39.16,0.0142,12.66,0.43,32.38,0.013,12.61,0.51,28.81,0.0161,12.63,0.81,29.64,0.0165,12.7,0.77,31.11,0.013,91.5
8492,12.65,0.37,33.48,0.013,12.68,0.33,34.15,0.013,12.7,0.84,41.19,0.013,12.62,0.83,29.46,0.017,12.7,0.38,27.19,0.013,12.63,0.4,32.32,0.013,12.56,0.31,32.95,0.0154,91.5
8493,12.69,0.38,29.08,0.014,12.67,0.73,28.49,0.013,12.63,0.44,39.89,0.013,12.64,0.57,30.08,0.0169,12.66,0.4,27.39,0.0234,12.61,0.67,30.93,0.0242,12.59,0.55,30.46,0.0199,91.5
8494,12.67,0.41,28.85,0.013,12.7,0.82,27.07,0.013,12.66,0.48,38.26,0.0152,12.68,0.74,34.6,0.013,12.57,0.32,27.18,0.0161,12.58,0.54,34.1,0.0196,12.58,0.6,34.43,0.013,91.5
8495,12.65,0.72,29.07,0.013,12.7,0.31,30.29,0.0151,12.7,0.9,38.25,0.013,12.65,0.51,30.18,0.0196,12.57,0.89,30.09,0.013,12.58,0.31,35.03,0.0171,12.67,0.58,31.82,0.013,91.5
8496,12.7,0.32,34.92,0.013,12.63,0.3,31.58,0.013,12.7,0.43,40.42,0.0164,12.68,0.73,31.21,0.013,12.61,0.77,31.43,0.0173,12.59,0.4,28.87,0.013,12.59,0.63,33.83,0.013,91.5
8497,12.7,0.64,29.73,0.0248,12.68,0.79,33.01,0.0212,12.63,0.33,38.66,0.0232,12.68,0.55,30.25,0.013,12.6,0.54,34.79,0.013,12.69,0.39,29.5,0.013,12.69,0.78,33.28,0.0175,91.5
8498,12.7,0.48,32.64,0.013,12.7,0.66,27.43,0.0131,12.69,0.55,38.91,0.0195,12.7,0.48,30.44,0.0184,12.69,0.32,28.54,0.0226,12.64,0.86,27.53,0.013,12.6,0.73,30.66,0.013,91.5
8499,12.61,0.66,34.72,0.018,12.67,0.82,31.26,0.0138,12.6,0.63,41.81,0.0173,12.67,0.66,32.02,0.0248,12.67,0.71,29.98,0.0147,12.64,0.37,30.04,0.013,12.6,0.49,31.86,0.013,91.5
8500,12.7,0.54,33.6,0.0234,12.7,0.79,28.36,0.0141,12.7,0.76,40.95,0.025,12.59,0.38,30.12,0.013,12.66,0.47,28.84,0.013,12.7,0.74,34.74,0.013,12.58,0.61,27.64,0.013,91.5
8501,12.7,0.84,31.79,0.0169,12.7,0.46,30.37,0.013,12.68,0.84,38.17,0.0164,12.63,0.45,30.0,0.013,12.59,0.7,33.29,0.021,12.69,0.3,33.51,0.0158,12.69,0.82,34.56,0.0145,91.5
8502,12.68,0.65,28.31,0.013,12.7,0.89,34.73,0.013,12.7,0.87,40.01,0.013,12.69,0.45,30.95,0.013,12.65,0.42,32.58,0.013,12.56,0.66,27.67,0.0143,12.62,0.69,33.61,0.0191,91.5
8503,12.7,0.85,28.46,0.013,12.67,0.38,34.74,0.0192,12.69,0.68,41.06,0.013,12.7,0.59,30.32,0.0177,12.66,0.72,34.93,0.0174,12.64,0.9,29.44,0.013,12.6,0.61,30.49,0.013,91.5
8504,12.69,0.69,30.88,0.0136,12.7,0.67,34.87,0.0197,12.65,0.76,40.3,0.0154,12.68,0.85,34.17,0.0176,12.68,0.45,27.26,0.013,12.62,0.58,30.5,0.0132,12.59,0.36,28.54,0.0154,91.5
8505,12.63,0.48,34.57,0.0243,12.7,0.68,29.86,0.018,12.66,0.68,39.31,0.013,12.67,0.69,33.11,0.025,12.7,0.72,27.64,0.015,12.62,0.89,27.14,0.0139,12.62,0.62,32.14,0.013,91.5
8506,12.68,0.49,34.24,0.0201,12.7,0.37,32.63,0.013,12.65,0.37,38.29,0.0205,12.6,0.68,33.06,0.013,12.68,0.7,30.89,0.013,12.62,0.55,32.19,0.013,12.59,0.48,34.67,0.013,91.5
8507,12.7,0.9,28.2,0.0157,12.7,0.85,33.97,0.013,12.69,0.82,41.38,0.0162,12.61,0.45,34.24,0.0233,12.57,0.42,28.92,0.013,12.59,0.83,28.72,0.013,12.68,0.35,28.32,0.013,91.5
8508,12.66,0.79,29.38,0.013,12.7,0.61,31.07,0.013,12.63,0.78,39.42,0.0207,12.67,0.32,29.0,0.0169,12.69,0.3,32.58,0.013,12.67,0.9,27.72,0.013,12.63,0.76,30.81,0.013,91.5
8509,12.67,0.37,31.71,0.0149,12.65,0.36,30.87,0.013,12.67,0.34,39.33,0.0181,12.56,0.34,28.55,0.0156,12.63,0.35,32.31,0.0142,12.54,0.3,27.41,0.0167,12.67,0.44,27.87,0.0213,91.5
8510,12.7,0.72,30.9,0.0139,12.68,0.51,32.84,0.013,12.68,0.9,40.17,0.013,12.7,0.53,30.59,0.0178,12.65,0.71,28.98,0.013,12.67,0.9,31.19,0.0177,12.61,0.3,29.11,0.013,91.5
8511,12.7,0.51,28.05,0.0139,12.61,0.8,31.1,0.013,12.59,0.75,38.98,0.0169,12.7,0.32,28.69,0.013,12.7,0.9,33.87,0.0136,12.67,0.46,32.78,0.013,12.62,0.42,27.46,0.013,91.5
8512,12.7,0.48,29.95,0.013,12.67,0.62,31.65,0.013,12.62,0.81,38.72,0.0133,12.69,0.39,34.31,0.013,12.7,0.42,28.4,0.013,12.61,0.56,30.61,0.0177,12.59,0.58,34.88,0.0169,91.5
8513,12.7,0.41,34.71,0.013,12.64,0.48,30.61,0.013,12.59,0.63,38.76,0.013,12.69,0.69,32.06,0.013,12.69,0.31,33.89,0.013,12.53,0.62,34.11,0.0184,12.62,0.7,31.53,0.013,91.5
8514,12.7,0.73,34.56,0.0146,12.7,0.72,32.81,0.0142,12.66,0.89,41.74,0.0146,12.7,0.83,29.53,0.0137,12.62,0.77,30.99,0.0132,12.64,0.71,31.88,0.013,12.56,0.3,30.33,0.013,91.5
8515,12.68,0.33,31.5,0.013,12.7,0.52,33.77,0.0183,12.67,0.53,40.46,0.0182,12.7,0.58,27.61,0.013,12.62,0.36,27.81,0.013,12.65,0.56,32.03,0.0181,12.59,0.9,27.68,0.013,91.5
8516,12.7,0.43,32.06,0.013,12.7,0.55,30.65,0.013,12.7,0.34,42.19,0.0178,12.67,0.44,31.25,0.0194,12.7,0.81,30.48,0.013,12.58,0.85,28.17,0.013,12.58,0.65,33.96,0.013,91.5
8517,12.65,0.53,28.81,0.0131,12.7,0.53,30.86,0.013,12.63,0.38,39.91,0.0209,12.67,0.85,27.6,0.0153,12.52,0.8,34.84,0.0163,12.63,0.5,34.06,0.0179,12.57,0.47,33.42,0.0136,91.5
8518,12.7,0.37,32.98,0.0147,12.69,0.57,34.36,0.013,12.6,0.49,38.39,0.013,12.7,0.32,28.28,0.013,12.65,0.8,32.53,0.018,12.69,0.38,32.09,0.013,12.69,0.83,27.48,0.0159,91.5
8519,12.67,0.62,27.41,0.0186,12.68,0.78,31.44,0.0194,12.64,0.78,41.99,0.0153,12.7,0.68,32.64,0.0161,12.55,0.49,33.68,0.0137,12.63,0.52,33.3,0.013,12.61,0.79,29.28,0.013,91.5
